Marca temporal,¿Has tenido alguna empresa que ha fracasado?,Edad:,¿Con qué género te identificas más?,Nivel educativo: ,¿Cuántos años de experiencia laboral tienes?,¿Cuántas empresas has tenido? ,¿Cuántas de ellas siguen activas?,¿Qué tipo de empresa era?,¿Cuántos empleados tuvo? ,¿Cuántos años estuvo activa?,¿En qué estado(s) de la república tenía sus operaciones? ,¿Contaba con operaciones a nivel nacional o internacional?, ¿La empresa tenía un único dueño o varios socios? ,¿Cuál era el ingreso anual promedio de la empresa? (millones de pesos),¿Cómo calificarías los servicios de electricidad que te fueron proporcionados?,¿Sufriste algún tipo de pérdidas debido a la falta de este servicio? ¿Cuáles?,¿Consideras que el sector informal tuvo impacto en el cierre de tu negocio?, ¿Por qué?,¿Los niveles de inseguridad afectaron al desempeño de tu empresa? ,¿Cómo es que afectó a tu empresa?,¿Intentaste exportar o importar algún producto?, ¿Qué dificultades encontraste?,¿Cómo calificarías los trámites administrativos que la ley te pedía mes con mes?,¿Tuviste que contratar algún tipo de asesoría o apoyo para cumplir con todos los trámites anteriores?,¿Qué costo representó para ti mensualmente cumplir con esos trámites?,¿Cómo calificarías la tasa de impuestos que fueron asignados a tu empresa?,¿Tuviste que recurrir a algún tipo de práctica para pagar menos impuestos?,¿Podrías enlistar algunas de ellas?,¿Cuáles fueron los tres trámites más complicados durante la vida de tu empresa?,¿Te pidieron sobornos o realizar algún acto de corrupción durante tus trámites gubernamentales?,¿Aceptaste?,¿Cómo calificarías el proceso de cierre de tu empresa en términos administrativos?,¿Por qué?,¿Qué trámite consideras el más costoso en tiempo y dinero para el cierre de tu empresa?,¿Concluiste con todos los trámites?,¿Qué trámite o procedimiento no has concluido? ¿Por qué?,Indica los programas de gobierno de apoyo a PYMEs que conozcas,¿Cómo te enteraste de estos programas?,¿Has leído alguna de las convocatorias a dichos programas?,¿Consideras que estas convocatorias son accesibles para cualquier empresario?,¿Por qué?,¿Has hecho uso de alguno de estos programas?,¿Cuál programa utilizaste?,¿Cómo calificarías tu experiencia?,¿Tuviste un monitoreo constante por parte de las entidades gubernamentales?  ,¿Consideras que fue efectivo dicho seguimiento?,¿Consideras que los entregables y evidencias presentadas fueron una buena metodología de evaluación?,"Una vez terminado el programa, ¿se te dio algún tipo de seguimiento en los meses/años posteriores?",¿Qué relevancia tuvo este apoyo del gobierno en la muerte de tu empresa? ,¿Recibiste algún tipo de asesoría para participar en las convocatorias de alguno de los programas de gobierno?,¿En qué consistía este tipo de asesoría? ¿Podrías proporcionarnos un costo aproximado?,¿Consideras claro y transparente el proceso de selección de los distintos programas?,¿Fuiste testigo de prácticas corruptas en en el proceso?,¿Consideras que existe algún tipo de favoritismo en la selección de candidatos?,¿Por qué?,¿Encontraste que la oferta de programas del gobierno respondía a las necesidades de tu empresa?,¿Por qué?,¿Qué tipo de apoyo por parte del gobierno consideras que hizo falta para que tu empresa no fracasara?,¿En algún momento fuiste invitado por parte del gobierno a participar en alguna asociación empresarial o clúster?,En el caso de que hayas participado ¿fue de utilidad para tu empresa?,¿Por qué?
8/18/2016 21:30:02,Sí,34,Femenino,Maestría,11,4,3,Servicios,3,2,Sonora,Nacional,Varios socios,medio a un millón,3,No,No,,Sí,,No,,4,Sí,2500,5,Sí,,Cocearía y las normas. Él SAT ,Sí,No,3,Complicado el aspecto laboral ,Laboral y la constitución legal ,Sí,,"Inadem, Inaes, sagarpa",Internet,Sí,No,Porque son complicados los procesos para aplicar y algunas convocatorias ofrecen un monto aplicando el 50% y no siempre tienes esas cantidades. Algunas convocatorias solo ofrecen cantidades que no alcanzan para iniciar. Otras instituciones son imposibles de participar. ,Sí,Conv. 2.3,2,No,No,No,No,5,Sí,2800,No,Sí,Sí,A un director de promoción económica de Inadem le dieron la  Convocatoria 3.1 que consiste en millones y supuestamente no pueden participar ,No,Tengo aún necesidades que han sido imposible cumplir por falta de capital y no abarcan ninguna convocatoria ,"Apoyo en gastos administrativos, de remodelación y personal ",No,No aplica,
8/19/2016 22:36:55,Sí,42,Femenino,Licenciatura,25,5,5,Comercio,3,sigue activa pero con perdidas mayores,Baja California Sur,Nacional,Varios socios,cero a medio millón,5,altos costos,SÍ,"no pagan impuestos ni permisos, ni seguro social",No,,No,,5,Sí,2500,4,No,,"cfe, proteccion civil, sat",No,No,3,Estoy por cerrarla,Notaría,No,,INADEM ,Amigos,Sí,No,su sistema nunca sirve,No,,,,,,,,,,Sí,No,Sí,siempre son los mismos,Sí,son muchas las ofertas,"SAT, el sistema del inadem funcionara",No,No aplica,
8/22/2016 10:06:43,Sí,34,Masculino,Licenciatura,17,8,5,Servicios,15,2,"Michoacán, Querétaro",Nacional,Varios socios,un millón a tres millones,3,Inventarios de cocina por fallas,SÍ,"Costos, precios y competencia desleal ",Sí,Confianza de los clientes al salir de noche y extorsiones,No,,4,Sí,,3,Sí,Asesoría de un despacho fiscal. ,Licencias de funcionamiento y alcohol ,Sí,No,4,"Por cierre de swevicios, liquidación de deudas, liquidacion de empleados y consenso con  los socios. ",Liquidacion de empleados ,Sí,,"Apoyos para Franquicias, apoyos para infraestructura administrativa, campañas para generación de economía local,",En las secretarías correspondientes. ,Sí,No,No todos saben armar proyectos y tienen las herramientas e información necesarias de sus negocios. ,Sí,Apoyos para infraestructura y herramientas administrativas.  ,3,No,No,No,No,4,No,,No,Sí,Sí,Casualmente muchas de las empresas seleccionadas  fueron de amigos y conocidos de funcionarios en turno  ,No,Falta de especialización en ciertos programas. ,Asesorias ,Sí,Sí,Fueron campañas diseñadas por mí con otro grupo de empresarios para el fortalecimiento de la economía local. Campañas como prefiero local y haz barrio. 
8/22/2016 12:13:08,Sí,25,Femenino,Licenciatura,2,2,1,Servicios,2,1,Michoacán,Nacional,Varios socios,cero a medio millón,2,ninguna,No,,No,,Sí,Consejo Regulador del Mezcal pone muchos obstaculos,3,No,,4,Sí,Depósitos más pequeños.,"registro en hacienda, ",No,No,2,,,Sí,,Fondo Nacional Emprendedor,Internet,Sí,Sí,Requisitos son amables,Sí,Convocatoria 3.3 Alto Impacto INADEM,4,Sí,Sí,No,Sí,5,No,,Sí,No,No,por plataforma en línea se evitan esta situaciones,Sí,,-,No,No aplica,
8/22/2016 12:44:47,Sí,31,Masculino,Licenciatura,6,2,2,Servicios,13,3,Chiapas,Nacional,Único dueño,cero a medio millón,3,No,SÍ,Por la necesidad que tiene la gente de gastar menos ,Sí,Robos ,No,,3,No,,3,No,,Tiempo de cita ante hacienda,No,No,3,Liquidación del personal,Liquidaciones ,Sí,,INADEM ,Internet,Sí,Sí,Son sencillas y en línea ,Sí,Apoyo para TIS ,3,No,No,No,No,3,No,,No,No,No,Corrupcion ,Sí,,Capacitación ,No,No aplica,
8/22/2016 14:33:32,Sí,33,Masculino,Licenciatura,10,4,2,Comercio,3,1,"Jalisco, Michoacán",Internacional,Varios socios,medio a un millón,1,no,No,,No,,Sí,La falta de información veraz disponible sobre la legislación para la exportación,4,No,,4,No,,Los relacionados con la exportación y con las condiciones.,No,No,1,Porque solo éramos los dos socios,,Sí,,"Convocatorias de INADEM, créditos de NAFIN y de FIRA",Medios de comunicación,Sí,No,Porque necesitan de estrategias financieras más elaboradas en cada proyecto,No,,,,,,,,,,No,No,No,Porque el grupo de personas que deciden sobre la asignación de los programas son personas muy capacitadas en el tema de finanzas.,No,Porque se fomenta la creación pero no la comercialización de productos ,Más información sobre las exportaciones.,No,No aplica,
8/22/2016 16:07:58,Sí,45,Femenino,Licenciatura,30,4,0,Comercio,3,5,Chiapas,Nacional,Varios socios,cero a medio millón,2,No,No,,Sí,Robo al establecimiento,No,,4,No,,4,No,,El alta ante hacienda,No,No,4,La baja es un tramite tedioso,La devolución del inmueble,Sí,,"INADEM , ",Mail,Sí,No,No siempre se cumplen los requisitos como microempresas,No,,,,,,,,,,No,No,Sí,"Cuando ves los resultados ,y escuchas comentarios llegas a esa conclusión ",No,En realidad no buscada apoyo ! Pero si por lo menos seguridad ,Seguridad,No,No aplica,
8/22/2016 17:15:24,Sí,60,Masculino,Licenciatura,35,3,1,Servicios,3,5,Veracruz,Nacional,Único dueño,cero a medio millón,3,Información y Económica,SÍ,Por la competencia desleal,Sí,Por los asaltos a los clientes,No,,3,Sí,"$ 1,000 ",2,No,,"calculo, el tiempo invertido y la burocracia ( llenado de formatos )",Sí,Sí,3,Por el tiempo invertido,La baja administrativa,Sí,,Ninguno,desconozco los programas y el emisor,No,No,desconozco las convocatorias y el emisor,No,,,,,,,,,,No,No,Sí,porque la información esta limitada a unos cuantos,No,la desconozco,apoyo a infraestructura e innovación ,No,No aplica,
8/22/2016 17:16:30,Sí,26,Femenino,Licenciatura,10,3,1,Servicios,2,2,Sinaloa,Nacional,Único dueño,cero a medio millón,1,No,No,,No,,Sí,Muchos problemas para que lo soltaran en aduanas,3,Sí,2000,3,No,,declaraciones,No,No,2,No tenía que dar explicaciones a nadie y no tenía socios quienes discutieran mis decisiones,,Sí,,INADEM ,Redes sociales,Sí,No,"En teoría cualquiera puede participar, pero la terminología y el trabajo final que en realidad entregas no es suficiente.",Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Porque siempre hay gente con palancas,Sí,"Hay muchas convocatorias diferentes, yo si encontre una que era lo que buscaba",Apoyo para capacitación y compra de equipos,No,No,Porque no seleccionaron mi proyecto
8/22/2016 17:50:13,Sí,26,Masculino,Licenciatura,8,3,1,Servicios,2,1,Sinaloa,Nacional,Varios socios,medio a un millón,1,No,No,,No,,Sí,Dificultad referente a los procedimientos. Desde aprender de ellos hasta de como llevarlos a cabo.,3,Sí,45000,5,Sí,,Importación de maquinaria y declaración de impuestos.,Sí,Sí,3,,Los tratos que se hacen entre socios.,Sí,,INADEM,.,Sí,No,Se necesita acceso Tecnológico y un proceso metódico para llevarlos a cabo,Sí,No recuerdo,4,No,No,Sí,No,5,No,,No,No,Sí,Esta claro que algunas personas son seleccionadasnpor parentesco. Aun así creo que cualquiera con las herramientas y conocimiento adecuado puede aplicar y tener la posibilidad de ganar,No,Falta facilidad,Seguimiento ,No,No aplica,
8/22/2016 19:01:37,Sí,40,Masculino,Licenciatura,20,15,9,Servicios,20,8,"Chiapas, Tabasco",Nacional,Varios socios,medio a un millón,3,no,SÍ,competencia informal,Sí,bajo la calidad de vida la gente tuvo miedo en comprar ,No,,4,Sí,3000,3,No,,"contratar luz, permisos municipales, permisos en planeación educativa ",No,No,3,liquidaciones,laborales fiscales,Sí,"fiscal, no se puede dar baja ","inadem, creditos,  no se si usarlos",coparmex,No,No,es elitista ,No,,,,,,,,,,No,No,Sí,elitista,No,productos crediticios muy cerrados no hay creditos para adquirir franquicias ,aplicación del estado de derecho en todo el estado y combate a la corrupción e impunidad,Sí,Sí,
8/22/2016 23:05:03,Sí,30,Femenino,Licenciatura,15,5,2, Alimentos y bebidas ,6,2,Chiapas,Nacional,Varios socios,cero a medio millón,2,Si alimentos y bebidas,No,,Sí,Me entraron a robar ,Sí,Importe cerveza y los costos son algo elevado a por qué los aranceles son altos ,3,Sí,"3,000.00",4,No,,Permisos de salubridad,No,No,4,tener todo el mobiliario y equipo buscar una bodega para guardar todo ,Dar de baja la sociedad o traspasarla,Sí,,"Administra mejor o apoyo de tecnología de INADEM , nafin y Fofoe , ",Por radio y conocidos ,Sí,No,Falta un poco más de acompañamiento,Sí,El de administra mejor que es de tecnología ,5,No,No,No,No,5,No,Subsidio del equipo y capacitación de 3mil pesos es lo q pagamos ,Sí,No,No,No encontré nada diferente,No,Falta enfoque o más acertada al mercado al que se ofrece ,Talvez una vitrina de publicidad a nivel local ,No,No aplica,
8/23/2016 9:08:34,Sí,36,Femenino,Licenciatura,15,2,1,Servicios,3,1,Sinaloa,Nacional,Único dueño,cero a medio millón,4,Si. Un equipo se dañó.,No,,No,,No,,4,No,,3,Sí,Compra de facturas ,Solicitar créditos para comprar equipo.,Sí,Sí,3,Terminé y empece de nuevo.,Darla de baja.,Sí,,Empreser y el Fonaes,Familia,Sí,No,Son engorrosas y te hacen perder tiempo.,No,,,,,,,,,,No,No,Sí,Por qué son amigos y tienen conocidos.,No,No estamos en listados como un tipo de servicio necesario.,De corte cultural o aplicación decdiseño de información.,No,No aplica,
8/23/2016 10:19:15,Sí,40,Masculino,Licenciatura,18,3,1,Servicios,6,2,Puebla,Nacional,Único dueño,cero a medio millón,2,No,SÍ,Por los bajos precios ofrecidos,No,,No,,5,Sí,6000,4,Sí,,"Trámites ante SAT, IMSS y certificaciones STPS",No,No,5,Por todas las pérdidas involucradas,SAT,Sí,,No recuerdo,Casualidad,Sí,No,Piden ingresos muy altos para los que apenas empezamos,No,,,,,,,,,,No,No,No,No lo se,No,No existían para mi giro,Asesoría,No,No aplica,
8/23/2016 10:52:48,Sí,41,Masculino,Preparatoria,15,8,2,Comercio,100,7,Chiapas,Nacional,Único dueño,cero a medio millón,5,La luz es muy cara en chiapas ,No,,No,,No,,1,Sí,4000,3,No,,"Permiso de protección civil, verificaciones y salud  ",No,No,3,Porque si,Hacienda ,Sí,,,No se ,No,No,,No,,,,,,,,,,No,No,Sí,Por amigos ,No,,Apoyo económico ,No,No aplica,
8/23/2016 13:36:46,Sí,30,Masculino,Licenciatura,10,5,3,Servicios,8,5,Sinaloa,Nacional,Varios socios,un millón a tres millones,3,No,No,,No,,Sí,,5,Sí,4000,5,Sí,Mi contadora es la que sabe,Los de hacienda y derechos de autor en software,Sí,Sí,4,Pagar el finiquito al equipo y salir de la deuda de la empresa fue dificil.,Finiquitos,Sí,,INADEM ,Internet,Sí,Sí,Nada mas es haer un curso y despues un asesor de ayuda a bajar el fondo,No,,,,,,,,,,No,Sí,Sí,Por que expresidentes de canieti han recibido fondos que eran para agremiados.,No,Muy pocos se enfocan a TI,Apoyos a TI,Sí,No,Funcionan mas como club exclisivo para unos pocos
8/23/2016 23:57:13,Sí,39,Masculino,Maestría,15,6,3,Industrial,3,2,Sinaloa,Nacional,Único dueño,cero a medio millón,3,"No, pero nunca registre en la CFE el contrato a mi nombre, lo deje a nombre de quien me arrendaba, para que no cambiarán a tarifa de negocio",No,,No,,Sí,"Se requiere de un volumen muy alto de productos para disminuir su costo unitario, volviendo la inversión inicial muy alta y con alto riesgo en un negocio que va iniciando",4,Sí,800,5,Sí,"Muchos clientes no requerían factura, y por lo tanto no les facturaba",Alta como proveedor en cadenas grandes ,No,No,2,Era persona física y la dejé activa por si requería facturar algo más adelante ,"No la cerré en papel, quedó activa para poder facturar ""chambitas"" que salieran",Sí,,"INADEM, prosoft, conacyt","Investigando, en conferencias, nerworking, cámaras empresariales",Sí,No,"Primero se debe saber dónde y cómo llegar a una convocatoria adecuada, esto requiere de mucho tiempo si no se hace con algún apoyo. Segundo, si se realiza todo lo que pide la convocatoria en tiempo, se requiere de ""algo más"" para que la evaluación del comité sea favorable. Esto implica contactos, dinero, o mucha, mucha, mucha pero mucha suerte, siempre y cuando se alineen algunos planetas.",Sí,Inadem y prosoft ,3,Sí,Sí,Sí,No,1,No,"En la empresa que cerré, no tuve ningún apoyo de gobierno, ni asesoría sobre los mismos",No,Sí,Sí,"por que cuando he metido proyectos a fondos por mí mismo no pasan, pero si los meto por medio de conocidos si pasan (exactamente el mismo proyecto)",No,Por qué son muy específicos y genéricos. Debemos adaptarnos al cómo se establece en la convocatoria. ,"Capacitacion, impulso a lo local",No,No,Entre a Canacintra. Pero solo te daban descuento en capacitaciones 
8/24/2016 11:05:39,Sí,46,Masculino,Licenciatura,25,3,1,Industrial,4,3,Zacatecas,Nacional,Único dueño,cero a medio millón,2,No,SÍ,Piratería con mala calidad,No,,Sí,Aranceles altos,5,No,,1,No,,Permisos de operacion,No,No,5,Arrastre de impuestos,Baja de operacion,Sí,,INADEM ,Internet,Sí,Sí,Están en línea,Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,No,Es muy transparente,No,No era prioritrio,Apoyo economico,No,No aplica,No existía 
8/24/2016 11:36:48,Sí,37,Masculino,Licenciatura,14,4,2,Servicios,50,6,Zacatecas,Nacional,Varios socios,un millón a tres millones,3,No,No,,Sí,,No,,5,No,,5,Sí,,"Licencias de construcción, licencias de monumentos coloniales,licencias ante el INAH",Sí,No,5,Cierre ante el SAT ,El cierre ante hacienda ,No,SAT,Ninguno ,No me enteré ,No,No,Por la mala publicidad ,No,,,,,,,,,,No,No,Sí,Nepotismo,No,Cultura general ,Apoyos pymes,No,No,
8/24/2016 11:45:29,Sí,34,Masculino,Licenciatura,13,5,1,Servicios,3,2,Sinaloa,Nacional,Varios socios,cero a medio millón,3,Retraso en apertura del local,No,,Sí,"La gente tenía miedo de llegar caminando, se perdían ventas a transeúntes",No,,4,Sí,,2,No,,"Registro IMSS, pago de impuestos, modificaciones SAT",No,No,4,tienes que asistir a muchas entidades regulatorias,baja en el IMSS,Sí,,créditos semilla,Amigos,Sí,No,"Demasiado complicadas, necesitas asesoría y cuesta cara",Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,"Hay arreglos en lo oscurito, y le toca un porcentaje al servidor público que asigna los recursos",No,no estaban enfocadas a las micro empresas,seguridad pública,No,No aplica,
8/24/2016 12:05:00,Sí,33,Masculino,Licenciatura,15,4,2,Servicios,15,2,"Ciudad de México, Jalisco, México, Nuevo León",Nacional,Varios socios,medio a un millón,3,,SÍ,pueden operar sin tener que pagar por los sueldos y pensiones de burócratas.,No,,Sí,"cobro de impuestos, licencias, y tener que pagar por sueldos y pensiones de burócratas que no aportan valor a mi empresa ",5,Sí,10000,5,Sí,,"impuestos y pérdida de tiempo en oficinas burocráticas para pagar, constituir y hacer trámites y obtener papeles emitidos por burócratas ",No,No,5,perdida de tiempo y dinero pagando a burócratas ,notario ,No,,INADEM ,Internet ,Sí,No,"poca transparencia, cambio de fechas de apertura de convocatorias, la peor página de Internet que he usado para realizar una aplicación, con errores, interrupciones, problemas para guardar información, solicitud de software obsoleto ",Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,los burócratas dan información a conocidos ,No,,"no tener que pagar por sueldos y pensiones de burócratas. Con que no estorben y le quiten dinero a las empresas podría avanzar el país. No entiendo porque seguirles pagando por servicios no solicitados, caros e ineficientes. ",No,No aplica,
8/24/2016 12:10:28,Sí,34,Masculino,Licenciatura,8,2,1,Comercio,5,2,Zacatecas,Nacional,Varios socios,cero a medio millón,2,no,SÍ,competencia desleal,No,,No,,5,Sí,1000,5,Sí,,alta hacienda-alta salubridad-padron municipal,No,No,1,no hubo inconvenientes,liquidacion enpleados,Sí,,,-,Sí,No,redaccion poco clara de reglas y requisitos,No,,,,,,,,,,No,No,No,no ,No,esta catalogada por regiones ,financiamiento por etapas,No,No aplica,
8/24/2016 13:08:39,Sí,36,Masculino,Maestría,17,3,2,Tecnología (software),6,1,Zacatecas,Nacional,Varios socios,cero a medio millón,2,no,No,,No,,No,Mi sociedad con personas poco comprometidas fue lo que nos llevó al fracaso. Depender de ellos es como estuvo mal.,5,Sí,2000,5,No,,La creación y la administración mensual fiscal.,No,No,5,Porque tenía muchos compromisos con los clientes,el decirle que no a los clientes,Sí,Un proyecto PROSOFT que bajé. Muy complicado por tanto cambio.,"FONDO PYME, PROSOFT",platicas,Sí,No,Porque piden que se tenga mucho capital,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,porque me lo han dicho personas que participan en los consejos y me pidieron dinero.,Sí,,"creo que fue mi culpa no la del gobierno ni del programa, fueron mis malos socios.",Sí,No,"porque el cluster de tecnología no sirve, no funciona y solo ayuda a los cuates."
8/24/2016 13:14:44,Sí,25,Masculino,Licenciatura,4,2,1,Servicios,4,2,Zacatecas,Nacional,Único dueño,cero a medio millón,1,"No, ninguna",No,,Sí,con miedo de salir con todo el equipo a ser robados,No,,4,No,,4,No,,,No,No,3,todos eramos amigos y lo entendieron.,liquidar.,Sí,,no recuerdo ahorta ninguna.,no los conozco,No,No,creo que no hay mucha difusion.,No,,,,,,,,,,No,No,Sí,"siendo sinceros, asi son todos los procesos.",No,nunca utilice programas de gobierno,que solicitara yo el apoyo.,No,No aplica,
8/24/2016 13:15:40,Sí,59,Femenino,Licenciatura,38,1,1,Servicios,7,4.5,Zacatecas,Nacional,Varios socios,cero a medio millón,1,No,No,No tiene relación directa o indirecta con el giro.,No,Retrasos en pagos de gobierno y poca contratación gubernamental.,No,,5,Sí,,5,No,,"Ventas, cobranza y pagos de impuestos.",No,No,1,Solo era liquidar deudas y dar de baja la actividad empresarial en Hacienda.,Cobranza,Sí,,Apoyo para proyectos de tecnología y equipamiento,A través de la Secretaría de Economía del estado.,Sí,Sí,Los directivos dan una excelente asesoría para cumplir con los trámites.,Sí,El de apoyo para contratación de una App,1,Sí,Sí,Sí,Sí,1,Sí,No erogué ninguna cantidad,Sí,No,No,No tengo por el momento los elementos para afirmarlo.,Sí,Se aplicaba a nuestra planeación y prospectiva de crecimiento en servicios.,"En la primera etapa de mi empresa fue la falta de pago, pero en la actualidad ha sido la marginación gubernamental que hemos tenido, puesto que su contratación es raquítica por motivos políticos, aún así hemos crecido en el mercado porque diversificamos nuestra cartera de clientes y nuestro mercado.",No,No aplica,En este sexenio no tuve una buena relación con el gobernador.
8/24/2016 13:19:29,Sí,41,Femenino,Maestría,20,7,5,Comercio,15,4,Zacatecas,Nacional,Varios socios,un millón a tres millones,3,No,SÍ,Por los precios bajos que ofertan al cliente debido a sus costos,Sí,Clientes vinculados al crimen organizado que al estar en mi negocio generaban mala imagen. ,Sí,"Complicado porque no se precisan los requisitos y cada área que vas pasando te pide ""mochada"" para ""ayudarte"".",4,Sí,10000,3,Sí,No reportar las ventas reales,"Licencia para vender alcohol
Permisos para colocar anuncios
En general manejar la información fiscal",Sí,Sí,5,Porque aunque no tengas un peso estás obligado a liquidar a los trabajadores y a dejar el local (rentado) en las condiciones que nos lo entregaron. Muy caras las rentas.,Finiquitar el contrato con el arrendador,Sí,,Ninguno,No los conozco,No,No,"No se difunden, se utilizan con fines político partidista.",No,,,,,,,,,,No,Sí,Sí,PRI,No,No los conozco,Seguimiento y facilidades en promoción y productos a ofertar (alcohol),No,No aplica,
8/24/2016 13:23:06,Sí,34,Masculino,Maestría,11,3,1,Servicios,6,2,Zacatecas,Nacional,Único dueño,cero a medio millón,3,No,SÍ,Seudo profesionistas con precios muy bajos ,No,,No,,5,No,,5,No,,Pago de impuestos ,No,No,3,Fue fácil ,Sociedad ,No,,INADEM ,Incubadoras ,Sí,Sí,Son trámites simples ,Apliqué pero no fui seleccionado,,,,,,,,,,Sí,No,No,Lo veo complicado ,Sí,Se adaptaba a lo que requería ,Minimizar los impuestos ,No,No aplica,
8/24/2016 13:34:44,Sí,40,Masculino,Maestría,20,4,1,Servicios,15,5,Zacatecas,Nacional,Varios socios,un millón a tres millones,2,No,No,,No,,Sí,Políticas fiscales restrictivas,5,Sí,3000,5,Sí,,"Creación, pago de impuestos y cierre",Sí,No,5,Los aspectos fiscales y su persistencia en el tiempo,Liquidación de la sociedad,No,Cierre fiscal,"Prosoft, INADEM , PeI",Contactos con el sector público,Sí,No,Se requiere un elevado conocimiento de la política pública,Sí,3,3,Sí,No,Sí,Sí,1,No,,No,Sí,Sí,Se favorece a grupos y empresas que apoyan políticamente a los gobiernos en turno,No,Programas genéricos sin niveles de especialización,Asesoría fiscal,Sí,No,No existía ni liderazgo ni guía ni objetivos claros
8/24/2016 14:03:15,Sí,41,Femenino,Maestría,20,3,2,Comercio,6,2,Zacatecas,Nacional,Único dueño,cero a medio millón,2,No,No,,Sí,Cobraban derecho de piso y teníamos que cerrar muy temprano para evitar robos.,No,,3,Sí,500,3,No,,"La importación, la seguridad social (que atendieran a los empleados), la declaración de impuestos.",No,No,3,La liquidación de empleados no es sencilla.,La liquidación de empleados,Sí,,INADEM-Fondo Plata y algunos municipales,Redes sociales y por amigos,Sí,No,En ninguna se contempla que ocupas dinero para iniciar.,Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,Eligen a amigos de gente que esta trabajando en gobierno.,No,Todos los emprendedores ocupamos dinero para arrancar más que otra cosa.,Seguridad pública.,No,No aplica,
8/24/2016 14:18:40,Sí,37,Masculino,Doctorado,16,2,1,Servicios,3,-1,Zacatecas,Nacional,Único dueño,cero a medio millón,3,Corte de suministro y tardía reconexión,No,,No,,No,,5,Sí,3500,5,Sí,Reportar los ingresos suficientes para reportar gastos y no elevar el indice ,SAT... NOTARIO,No,No,5,Matar una empresa es un proceso tedioso,SAT,Sí,,INADEM,Internet,Sí,No,Excesivos e inexplicables los requisitos y parámetros injustificados para adquirir beneficios,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Entre empresarios y quienes dirigen los fondos puede haber compromisos,Sí,Pero algo reducidas y muy tardados en entrega de recurso,"Montos mayores, paráetros más abiertos",Sí,Sí,
8/24/2016 14:20:19,Sí,54,Femenino,Licenciatura,30,2,1,Comercio,1,3 meses,Zacatecas,Nacional,Único dueño,cero a medio millón,1,No,No,,Sí,No hubo turismo por la inseguridad,No,,1,No,,1,No,,Ninguno,No,No,1,No alcanzamos a registrarnos formalmente ,Ninguno,No,,Ninguno,No los conozco,No,No,No se,No,,,,,,,,,,No,No,No,No lo se,No,No las conozco,No los conozco,No,No aplica,
8/24/2016 14:41:04,Sí,27,Femenino,Licenciatura,12,1,0,Comercio,5,2,Zacatecas,Nacional,Único dueño,cero a medio millón,2,Ninguna ,SÍ,Competencia ,No,,No,,4,Sí,,3,No,,"Apertura de la empresa. 
Pago de impuestos
Baja de la empresa ",No,No,5,Burocracia ,Pago de impuestos. Auditoría ,Sí,,Joven emprendedor ,Comentarios ,Sí,Sí,Todos cumplen con la mayoría de requisitos ,No,,,,,,,,,,No,Sí,Sí,Porque se les otorga a parientes y conocidos de encargados de departamentos ,Sí,Se asemeja a lo que requería en el momento ,Más apoyo a jóvenes y asesoría ,No,No aplica,
8/24/2016 17:14:17,Sí,50,Femenino,Licenciatura,30,4,1,Servicios,5,5,Sinaloa,Nacional,Único dueño,cero a medio millón,5,Descompostura de maquinaria,SÍ,Precios mas bajos al mercado,Sí,No poder tomar mas trabajo por cuestiones de inseguridad,Sí,Desinformacion de procesos y pocas facilidades y apoyod,4,Sí, ,5,Sí,Estrategia fiscal y deducciones inmediatas en compra de activos,"La parte juridica , revisiones hacendarias , apoyos de gobierno y obtencion de creditos blandos",Sí,No,4,Engorrosas por el proceso,Los notariales y despachos juridicos,Sí,,"Capacitaciones, Consultorias, apoyos para investigacion tecnologica e inovacion, creditos y formacion de closters",Secretaria de desarrollo economico,Sí,No,Por la tramitologia y el.costo,Sí,"Capacitacion y consultoria, diagnosticos y programas de franquisias, exposiciones internacionales, investigacion y desarrollo",3,No,No,No,No,5,Sí,Consultores que eran los beneficiados,No,Sí,Sí,Por las evidencias sin fundamento,No,Por complicados,Seguimiento y coucheo continuo ,Sí,No,Proceso largo y sin conclusion
8/24/2016 17:45:25,Sí,39,Masculino,Maestría,20,15,7,Comercio,0,0,Sinaloa,Internacional,Varios socios,tres millones o más,3,No,No,,No,,Sí,Desconocimiento del sector. ,5,No,,5,No,,"El proceso de importación, por el tipo de producto. ",No,No,1,Solo dimos de baja la empresa y las cuentas bancarias.,Ninguno.,Sí,,Ninguno.,,No,No,Ni siquiera las conozco. ,No,,,,,,,,,,No,No,No,,No,,Asesorías sobre trámites de importación.,No,No aplica,
8/24/2016 17:54:09,Sí,34,Masculino,Doctorado,16,4,0,Industrial,2,2,Zacatecas,Nacional,Varios socios,cero a medio millón,3,económicas ,SÍ,competencia desleal,Sí,Asaltos ,No,,5,Sí, ,5,No,,dar de alta,No,No,5,,,No,.,ninguno,ninguno,No,No,estan dirigidas o tienen preferencia ,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,amigos de funcionarios ,No,,competencia justa,No,No aplica,
